number,name,link,tob,cate,season,situation,gender,tag,attr,nouns
68,와릿이즌(WHATITISNT) 사인로고 반팔 티셔츠 화이트,https://store.musinsa.com/app/goods/1005680,top,short sleeve t-shirt,summer,casual,공용,로고 반팔 반팔티셔츠 사인로고 반팔셔츠 빅로고티 반팔티 로고/레터링,Female,사인 로고 반팔 티셔츠 화이트 로고 반팔 반팔 티셔츠 사인 로고 반팔 셔츠 빅 로고 티 반팔 티 로고 레터 링 
69,트래블(TRAVEL) 미시간 울버린 피그먼트 반팔티 크림,https://store.musinsa.com/app/goods/1935892,top,short sleeve t-shirt,summer,casual,공용,,Female Long Sleeved Round Neck,트래블 미시간 울버린 피 반팔 티 크림 
70,예일(YALE) (22SS) UNIVERSITY DAN TEE NAVY / RED,https://store.musinsa.com/app/goods/1827196,top,short sleeve t-shirt,summer,casual,남,오버핏티셔츠 로고티셔츠 반팔티셔츠 로고 핸섬댄 아이비리그 유니버시티댄,Female,예일 로고 티셔츠 반팔 티셔츠 로고 핸섬 댄 아이비리그 유니버시티 댄 
71,피지컬 에듀케이션 디파트먼트(PHYSICAL EDUCATION DEPARTMENT) PHYPS® YOGA BEGINNER CLASS SS WHITE,https://store.musinsa.com/app/goods/1862476,top,short sleeve t-shirt,summer,casual,남,티셔츠 반팔티 반팔 그래픽티셔츠 남자반팔 라운드티 YOGA 그래픽,Cotton Round Neck Short Sleeves,피지컬 디 파트 티셔츠 반팔 티 반팔 그래픽 티셔츠 남자 반팔 라운드 티 그래픽 
72,브라운브레스(BROWNBREATH) TAG KP TEE - WHITE,https://store.musinsa.com/app/goods/2376233,top,short sleeve t-shirt,summer,casual,공용,로고티 반팔티셔츠 로고티셔츠 남자반팔티 여자반팔티 기본티셔츠 그래픽티셔츠 그래픽,Cotton Round Neck Short Sleeves,브라운 브레스 로고 티 반팔 티셔츠 로고 티셔츠 남자 반팔 티 여자 반팔 티 기본 티셔츠 그래픽 티셔츠 그래픽 
73,마르디 메크르디(MARDI MERCREDI) TSHIRT DDANJI_IVORY,https://store.musinsa.com/app/goods/1782641,top,short sleeve t-shirt,summer,casual,여,반팔티셔츠 오버핏티셔츠 라운드티 반팔 반팔티 티셔츠 그래픽 우먼티셔츠,Chiffon Female Round Neck Short Sleeves Summer T-Shirts,반팔 티셔츠 라운드 티 반팔 반팔 티 티셔츠 그래픽 우먼 티셔츠 
74,엘무드(LMOOD) YOUNG 프리미엄 실켓 반팔 티셔츠 (11 COLOR),https://store.musinsa.com/app/goods/1375522,top,short sleeve t-shirt,summer,casual,공용,레이어드반팔 오버핏 베이식 면티 네온 라운드 무지,Cotton Long Sleeved Printed Round Neck Short Sleeves,엘 무드 프리미엄 반팔 티셔츠 레이어 드 반팔 베이식 면 티 네온 라운드 무지 
75,내셔널지오그래픽(NATIONALGEOGRAPHIC) N202UTS910 스토크 오버핏 반팔 티셔츠 BLACK 2,https://store.musinsa.com/app/goods/999287,top,short sleeve t-shirt,summer,casual,남,네셔널지오그래픽 로고 로고티셔츠 반팔 반팔티 반팔티셔츠 오버핏,Female Round Neck Short Sleeves,내셔널 지오 그래픽 스토크 반팔 티셔츠 널 지오그래픽 로고 로고 티셔츠 반팔 반팔 티 반팔 티셔츠 
76,마르디 메크르디(MARDI MERCREDI) TSHIRT FLOWERMARDI_WHITE VIOLET,https://store.musinsa.com/app/goods/1782647,top,short sleeve t-shirt,summer,casual,여,반팔티셔츠 오버핏티셔츠 라운드티 반팔 반팔티 티셔츠,Female,반팔 티셔츠 라운드 티 반팔 반팔 티 티셔츠 
77,커버낫(COVERNAT) 라인 서퍼맨 티셔츠 네이비,https://store.musinsa.com/app/goods/751029,top,short sleeve t-shirt,summer,casual,공용,그래픽 반팔 서퍼맨 오버핏 트로피컬 하와이안 썸머컬렉션,Female,커버 낫 라인 티셔츠 이비 그래픽 반팔 트로피 컬 하와이 안 
78,카멜워크(CAMEL WORK) 카멜 파크 반팔티셔츠(딥그린),https://store.musinsa.com/app/goods/1816729,top,short sleeve t-shirt,summer,casual,남,로고 프린팅 면티 라운드 오버핏 그래픽,Female,카멜 워크 카멜 파크 면 티 라운드 그래픽 
79,무신사 스탠다드(MUSINSA STANDARD) [쿨탠다드] 베이식 크루 넥 반팔 티셔츠 [화이트],https://store.musinsa.com/app/goods/2341451,top,short sleeve t-shirt,summer,casual,남,베이직티 레귤러핏 쿨탠다드 MU-T 기본티셔츠 라운드넥 기능성 아스킨,Cotton Male Round Neck Short Sleeves,신사 쿠 태 다 드 베이식 크루 반팔 티셔츠 화이트 베이직 티 쿠 태 다 드 기본 티셔츠 기능 아스키 
80,로얄라이프(ROYALLIFE) RL001 오리지널 로고 반팔티 화이트,https://store.musinsa.com/app/goods/540421,top,short sleeve t-shirt,summer,casual,공용,로고 반팔 반팔티 시그니처로고 티셔츠 로고/레터링,Female,로얄 라이프 오리지널 로고 반팔 티 화이트 로고 반팔 반팔 티 시 그니 처 로고 티셔츠 로고 레터 링 
81,무신사 스탠다드(MUSINSA STANDARD) 쿨탠다드 릴렉스 핏 크루 넥 반팔 티셔츠 [크림],https://store.musinsa.com/app/goods/2411267,top,short sleeve t-shirt,summer,casual,남,라운드넥 여름티 아스킨 기능성 무지티 베이직티 쿨탠다드 MU-T,Cotton Round Neck Short Sleeves T-Shirts,신사 쿠 태 다 드 릴 렉스 크루 반팔 티셔츠 여름 티 아스키 기능 무지 티 베이직 티 쿠 태 다 드 
82,그루브라임(GROOVE RHYME) [패키지] 10TH ANNIVERSARY 3PACK T-SHIRTS EDITION,https://store.musinsa.com/app/goods/1860490,top,short sleeve t-shirt,summer,casual,남,그래픽티셔츠 로고티셔츠 반팔티 루즈핏티셔츠 티셔츠 반팔 패키지,Female Short Sleeves,패키지 TH 그래픽 티셔츠 로고 티셔츠 반팔 티 티셔츠 반팔 패키지 
83,티떠블유엔(TWN) [패키지]아이스버그 반팔 STST3279 + 스플래쉬 반팔 STST3278,https://store.musinsa.com/app/goods/1425234,top,short sleeve t-shirt,summer,casual,남,그래픽 반팔 반팔티 반팔티셔츠 오버핏 오버핏반팔 패키지,Female,패키지 아이스 버 반팔 스프 반팔 그래픽 반팔 반팔 티 반팔 티셔츠 패키지 
84,커버낫(COVERNAT) 아치 로고 티셔츠 화이트,https://store.musinsa.com/app/goods/538899,top,short sleeve t-shirt,summer,casual,공용,로고티 반팔티 오버핏 티셔츠 반팔 라운드티 썸머컬렉션 로고티셔츠,Female Round Neck Short Sleeves,커버 낫 아치 로고 티셔츠 화이트 로고 티 반팔 티 티셔츠 반팔 라운드 티 로고 티셔츠 
85,디스이즈네버댓(THISISNEVERTHAT) T-Logo Tee Black,https://store.musinsa.com/app/goods/2409397,top,short sleeve t-shirt,summer,casual,공용,티셔츠 티셔츠추천 여름반팔티 반팔티추천 로고티셔츠 셀럽픽 MDPICK 상의YOUAREIN 로고/레터링,Male Short Sleeves,디스 이즈 버 티셔츠 티셔츠 추천 여름 반팔 티 반팔 티 추천 로고 티셔츠 상의 로고 레터 링 
86,예스아이씨(YESEYESEE) C-Logo Tee White,https://store.musinsa.com/app/goods/2406930,top,short sleeve t-shirt,summer,casual,남,반팔티 남자반팔티 티셔츠 여름반팔티 반팔티셔츠 반팔티추천 반팔 로고/레터링,Female,예스 아이 씨 반팔 티 남자 반팔 티 티셔츠 여름 반팔 티 반팔 티셔츠 반팔 티 추천 반팔 로고 레터 링 
87,디스이즈네버댓(THISISNEVERTHAT) T-Logo Tee White,https://store.musinsa.com/app/goods/2409398,top,short sleeve t-shirt,summer,casual,공용,로고티셔츠 티셔츠추천 남자티셔츠 티셔츠 여름반팔티 셀럽픽 상의YOUAREIN,,디스 이즈 버 로고 티셔츠 티셔츠 추천 남자 티셔츠 티셔츠 여름 반팔 티 상의 
88,지프(JEEP) M-Logo Classic (GL5TSU173WH),https://store.musinsa.com/app/goods/1356896,top,short sleeve t-shirt,summer,casual,남,로고 로고티 반팔 반팔티 티셔츠 프린팅 패밀리세일,Round Neck Short Sleeves White,지프 로고 로고 티 반팔 반팔 티 티셔츠 패밀리 세일 
89,와릿이즌(WHATITISNT) 사인로고 반팔 티셔츠 블랙,https://store.musinsa.com/app/goods/1005683,top,short sleeve t-shirt,summer,casual,공용,로고 반팔 반팔티셔츠 레이어드 반팔셔츠 빅로고티 반팔티 로고/레터링,Black Cotton Round Neck Short Sleeves T-Shirts,사인 로고 반팔 티셔츠 블랙 로고 반팔 반팔 티셔츠 레이어 드 반팔 셔츠 빅 로고 티 반팔 티 로고 레터 링 
90,지오다노(GIORDANO) 011502 폴로 피케 반팔티,https://store.musinsa.com/app/goods/1871984,top,polo shirt,summer,casual,남,반팔티셔츠 반팔티 PK 카라티셔츠 카라티,Collared Dress Shirts Long Sleeved,지오다노 폴로 피 반팔 티 반팔 티셔츠 반팔 티 카라 티셔츠 카라 티 
91,후아유(WHOAU) 스티브 반팔 카라 티셔츠 WHHAC2414U,https://store.musinsa.com/app/goods/1882578,top,polo shirt,summer,casual,남,반팔티 피케티 카라티 반팔티셔츠 스티브 반팔 후아유×이동휘,Blouses Female Long Sleeved Peplum Round Neck,후아유 스티브 반팔 카라 티셔츠 반팔 티 피 티 카라 티 반팔 티셔츠 스티브 반팔 후아유 이동휘 
92,미나브(MINAV) [미나브X깡스타일리스트] 퓨어코튼 펀칭 카라 니트 [그린],https://store.musinsa.com/app/goods/2477667,top,polo shirt,summer,casual,남,티셔츠 반팔카라티 반팔 여름반팔티 깡스타일리스트 미나브×깡스타일리스트 반팔니트,Long Sleeved,미나브 미나브 깡 스타일 리스트 퓨어 코트 카라 니트 그린 티셔츠 반팔 카라 티 반팔 여름 반팔 티 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
93,미나브(MINAV) [미나브X깡스타일리스트] 퓨어코튼 펀칭 카라 니트 [아이보리],https://store.musinsa.com/app/goods/2477673,top,polo shirt,summer,casual,남,반팔티 반팔 여름반팔티 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female,미나브 미나브 깡 스타일 리스트 퓨어 코트 카라 니트 아이보리 반팔 티 반팔 여름 반팔 티 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
94,스파오(SPAO) (우디) 자수 폴로카라 반팔 티셔츠_SPHWC24C04,https://store.musinsa.com/app/goods/2391263,top,polo shirt,summer,casual,남,티셔츠 반팔티 반팔티셔츠 카라티셔츠 오버핏 반팔 우디컬렉션,Chiffon Female Long Sleeved Round Neck Short Sleeves,스파 오 우디 자수 폴로 카라 반팔 티셔츠 티셔츠 반팔 티 반팔 티셔츠 카라 티셔츠 반팔 우디 컬렉션 
95,미나브(MINAV) [미나브X깡스타일리스트] 퓨어코튼 펀칭 카라 니트 [블랙],https://store.musinsa.com/app/goods/2477648,top,polo shirt,summer,casual,남,여름반팔티 여름반팔 반팔티 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Long Sleeved,미나브 미나브 깡 스타일 리스트 퓨어 코트 카라 니트 블랙 여름 반팔 티 여름 반팔 반팔 티 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
96,탑텐(TOPTEN) 공용) C/P 피케 카라 티셔츠_MSB2TT3001,https://store.musinsa.com/app/goods/1883446,top,polo shirt,summer,casual,남,,Female,탑 텐 공용 피 카라 티셔츠 
97,미나브(MINAV) [미나브X깡스타일리스트] 퓨어코튼 펀칭 카라 니트 [브라운],https://store.musinsa.com/app/goods/2477659,top,polo shirt,summer,casual,남,반팔카라티 반팔티 반팔 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female,미나브 미나브 깡 스타일 리스트 퓨어 코트 카라 니트 브라운 반팔 카라 티 반팔 티 반팔 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
98,미나브(MINAV) [미나브X깡스타일리스트] 퓨어코튼 펀칭 카라 니트 [그레이],https://store.musinsa.com/app/goods/2477649,top,polo shirt,summer,casual,남,반팔티 반팔 티셔츠 깡스타일리스트 깡스타일리스트PICK 미나브×깡스타일리스트 반팔니트,Female Long Sleeved,미나브 미나브 깡 스타일 리스트 퓨어 코트 카라 니트 그레이 반팔 티 반팔 티셔츠 깡 스타일 리스트 깡 스타일 리스트 미나브 깡 스타일 리스트 반팔 니트 
99,무신사 스탠다드(MUSINSA STANDARD) [쿨탠다드] 피케 폴로 셔츠 [블랙],https://store.musinsa.com/app/goods/1404736,top,polo shirt,summer,casual,남,쿨탠다드 폴로셔츠컬렉션 칼라티셔츠 카라티 기능성티셔츠 여름셔츠 PK티셔츠,Collared Cotton Dress Shirts Male Short Sleeves,신사 쿠 태 다 드 피 폴로 셔츠 블랙 쿠 태 다 드 폴로 셔츠 컬렉션 칼라 티셔츠 카라 티 기능 성 티셔츠 여름 셔츠 티셔츠 
100,랩12(LAB12) 22S/S 오버핏 피케티셔츠 (블랙),https://store.musinsa.com/app/goods/1031260,top,polo shirt,summer,casual,남,반팔PK티셔츠 카라티셔츠 PK티셔츠,Black,랩 12 피 티셔츠 블랙 반팔 PK 티셔츠 카라 티셔츠 티셔츠 
101,칼하트(CARHARTT) K570 포켓 반팔 카라 폴로티,https://store.musinsa.com/app/goods/1220360,top,polo shirt,summer,casual,남,칼하트반팔 칼하트반팔티 칼하트카라티 칼하트티셔츠 칼하트포켓티 칼하트폴로티,Chiffon Female Long Sleeved Round Neck Short Sleeves,칼 하트 570 포켓 반팔 카라 폴로 티칼 하트 반팔 칼 하트 반팔 티 칼 하트 카라 티 칼 하트 티셔츠 칼 하트 포켓 티 칼 하트 폴 로티 
102,무신사 스탠다드(MUSINSA STANDARD) 릴렉스 핏 피케 폴로 셔츠 [블랙],https://store.musinsa.com/app/goods/1387972,top,polo shirt,summer,casual,남,면티셔츠 폴로셔츠컬렉션 카라티 여름셔츠 기본티 오버핏 칼라티셔츠 PK티셔츠,Collared Cotton Male Short Sleeves,신사 릴 렉스 피 폴로 셔츠 블랙 면 티셔츠 폴로 셔츠 컬렉션 카라 티 여름 셔츠 기본 티 칼라 티셔츠 티셔츠 
103,커스텀어클락(COSTUME O’CLOCK) 쿨 소프트 숏 슬리브 카라 니트 오트밀,https://store.musinsa.com/app/goods/1451222,top,polo shirt,summer,casual,남,반팔니트 스탠다드 여름니트 카라티 피케셔츠 PK셔츠 오픈카라티,Female Long Sleeved Round Neck,쿠 소프트 숏 카라 니트 오트밀 반팔 니트 여름 니트 카라 티 피 셔츠 셔츠 오픈 카라 티 
104,커버낫(COVERNAT) 럭비 스트라이프 티셔츠 네이비,https://store.musinsa.com/app/goods/1913570,top,polo shirt,summer,casual,공용,티셔츠 반팔 카라티 반팔티 폴로티 반팔티셔츠 스트라이프 썸머컬렉션 로고티셔츠,Female Short Sleeves,커버 낫 럭비 스트라이프 티셔츠 이비 티셔츠 반팔 카라 티 반팔 티 폴 로티 반팔 티셔츠 스트라이프 로고 티셔츠 
105,이벳필드(EBBETSFIELD) 베츠 오버핏 피케 반팔티 네이비,https://store.musinsa.com/app/goods/2409910,top,polo shirt,summer,casual,남,카라티 카라티셔츠 폴로셔츠 티셔츠 피케티 폴로티 22SS정규컬렉션,Male Short Sleeves,피 반팔 티 이비 카라 티 카라 티셔츠 폴로 셔츠 티셔츠 피 티 폴 로티 정규 컬렉션 
106,무신사 스탠다드(MUSINSA STANDARD) [쿨탠다드] 피케 폴로 셔츠 [네이비],https://store.musinsa.com/app/goods/1404738,top,polo shirt,summer,casual,남,쿨탠다드 폴로셔츠컬렉션 칼라티셔츠 카라티 기능성티셔츠 여름셔츠 PK티셔츠,Collared Cotton Dress Shirts Male Short Sleeves,신사 쿠 태 다 드 피 폴로 셔츠 이비 쿠 태 다 드 폴로 셔츠 컬렉션 칼라 티셔츠 카라 티 기능 성 티셔츠 여름 셔츠 티셔츠 
107,드로우핏(DRAW FIT) 오픈카라 티셔츠 [BLACK],https://store.musinsa.com/app/goods/763197,top,polo shirt,summer,casual,남,반팔 오버핏반팔 카라티 오픈카라티셔츠 반팔카라티,Long Sleeved Short Sleeves,오픈 카라 티셔츠 반팔 카라 티 오픈 카라 티셔츠 반팔 카라 티 
108,파르티멘토(PARTIMENTO) 오버사이즈 피케 스웨트셔츠 블랙,https://store.musinsa.com/app/goods/2090757,top,polo shirt,summer,casual,남,오버핏 스웻셔츠 스웨트셔츠 오버핏맨투맨 카라티 맨투맨 PK 논기모 베이식,Long Sleeved Male,파 르 티 멘 토 오버 사이즈 피 카라 티 맨투맨 기모 베이식 
109,폴로 랄프 로렌(POLO RALPH LAUREN) 커스텀 슬림핏 메시 폴로 셔츠 - 화이트,https://store.musinsa.com/app/goods/1848789,top,polo shirt,summer,casual,남,폴로카라티 폴로PK티 피케티 카라티 PK티 PK-TEE POLOSHIRT,Female Round Neck,폴로 로렌 메시 폴로 셔츠 화이트 폴로 카라 티 폴로 PK 티 피 티 카라 티 티 
110,무신사 스탠다드(MUSINSA STANDARD) 슬릿 넥 피케 폴로 셔츠 [블랙],https://store.musinsa.com/app/goods/1387524,top,polo shirt,summer,casual,남,칼라티셔츠 카라티 여름셔츠 면티셔츠 기본티 슬릿 폴로셔츠컬렉션 PK티셔츠,Collared Cotton Male Short Sleeves,신사 피 폴로 셔츠 블랙 칼라 티셔츠 카라 티 여름 셔츠 면 티셔츠 기본 티 폴로 셔츠 컬렉션 티셔츠 
111,폴로 랄프 로렌(POLO RALPH LAUREN) 커스텀 슬림핏 메시 폴로 셔츠 - 블랙,https://store.musinsa.com/app/goods/1498092,top,polo shirt,summer,casual,남,카라티 폴로PK티 폴로카라티 피케티 PK-TEE POLOSHIRT,Short Sleeves,폴로 로렌 메시 폴로 셔츠 블랙 카라 티 폴로 PK 티 폴로 카라 티 피 티 
112,그레이버(GRAVER) [UNISEX]플라워도트 자수 화이트 클립 피케 반팔티셔츠_블랙,https://store.musinsa.com/app/goods/1947063,top,polo shirt,summer,casual,공용,반팔카라티 피케티 카라티 와플 PK 오버핏반팔 커플티,Black Female,그레이 버 플라워 자수 화이트 클립 피 반팔 티셔츠 블랙 반팔 카라 티 피 티 카라 티 와플 커플 티 
113,랩12(LAB12) 22S/S 오버핏 피케티셔츠 (브라운),https://store.musinsa.com/app/goods/1031258,top,polo shirt,summer,casual,남,반팔PK티셔츠 카라티셔츠 PK티셔츠,Short Sleeves,랩 12 피 티셔츠 브라운 반팔 PK 티셔츠 카라 티셔츠 티셔츠 
114,커스텀어클락(COSTUME O’CLOCK) 쿨 소프트 숏 슬리브 카라 니트 빈티지브라운,https://store.musinsa.com/app/goods/1451220,top,polo shirt,summer,casual,남,반팔니트 스탠다드 여름니트 카라티 피케셔츠 PK셔츠 오픈카라티,Female Round Neck Short Sleeves,쿠 소프트 숏 카라 니트 빈티지 브라운 반팔 니트 여름 니트 카라 티 피 셔츠 셔츠 오픈 카라 티 
